MedianFitness
21050.0
25150.0
29800.0
33050.0
35350.0
37750.0
39700.0
40700.0
42100.0
43800.0
44700.0
46600.0
47950.0
49350.0
50350.0
51400.0
51950.0
53050.0
53600.0
54300.0
55000.0
55750.0
56950.0
57100.0
57850.0
58200.0
58850.0
59550.0
59650.0
59650.0
60900.0
61600.0
61600.0
62700.0
62800.0
62900.0
63150.0
63850.0
64500.0
64750.0
65050.0
65250.0
65500.0
66250.0
66300.0
66600.0
66750.0
66750.0
66950.0
67300.0
67700.0
68350.0
68350.0
68350.0
68450.0
69050.0
69100.0
69100.0
69350.0
69750.0
69800.0
70100.0
70300.0
70300.0
70300.0
70300.0
70300.0
70300.0
70300.0
70300.0
70300.0
70300.0
70550.0
70550.0
70550.0
70550.0
70550.0
70700.0
70700.0
70800.0
71300.0
71450.0
71450.0
71450.0
71450.0
71450.0
71450.0
71450.0
72050.0
72200.0
72200.0
72250.0
72450.0
72450.0
72700.0
72700.0
72700.0
73000.0
73000.0
73000.0
73000.0
73000.0
73000.0
73000.0
73100.0
73100.0
73100.0
73100.0
73100.0
73100.0
73250.0
73250.0
73250.0
73350.0
73350.0
73350.0
73400.0
73500.0
73500.0
73500.0
73500.0
73500.0
73750.0
73750.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
73800.0
74050.0
74050.0
74050.0
74250.0
74250.0
74250.0
74250.0
74250.0
74250.0
74250.0
74250.0
