MedianFitness
20600.0
22100.0
22650.0
23350.0
24100.0
25650.0
26100.0
26450.0
27800.0
29200.0
29450.0
30450.0
30800.0
31800.0
32400.0
33400.0
33900.0
34350.0
35300.0
35800.0
36500.0
36750.0
37450.0
37950.0
38300.0
38900.0
39200.0
39250.0
39900.0
40450.0
40600.0
41550.0
42450.0
42600.0
43150.0
43450.0
43900.0
44300.0
44300.0
44400.0
45350.0
45450.0
45800.0
46050.0
46100.0
46650.0
47350.0
47750.0
47750.0
48000.0
48600.0
48950.0
49350.0
49650.0
49800.0
49800.0
49800.0
49800.0
49800.0
50550.0
51100.0
51400.0
51450.0
51900.0
52200.0
52300.0
52400.0
52400.0
52500.0
52950.0
53100.0
53450.0
53600.0
53800.0
54050.0
54500.0
54500.0
54650.0
55150.0
55150.0
55700.0
55700.0
55700.0
55750.0
56400.0
56750.0
57000.0
57050.0
57050.0
57350.0
57850.0
57850.0
57850.0
58000.0
58250.0
58250.0
58500.0
58500.0
58550.0
58750.0
59050.0
