MedianFitness
13100.0
17650.0
21850.0
24550.0
26950.0
29950.0
31050.0
33100.0
34900.0
37150.0
38950.0
40050.0
40950.0
41950.0
42950.0
44800.0
44900.0
46250.0
47900.0
48700.0
48750.0
49850.0
49850.0
50450.0
50900.0
51000.0
52350.0
52800.0
53250.0
53450.0
53700.0
54350.0
55050.0
55400.0
55400.0
55600.0
56250.0
56550.0
56800.0
56850.0
56950.0
57050.0
57850.0
57900.0
57900.0
58150.0
58250.0
58650.0
59000.0
59350.0
59900.0
59950.0
60050.0
60100.0
60100.0
60100.0
60400.0
60800.0
60800.0
61200.0
61700.0
61950.0
61950.0
62050.0
62050.0
62300.0
62700.0
63650.0
63650.0
63650.0
63700.0
63700.0
63700.0
63750.0
63800.0
63800.0
63800.0
64000.0
64000.0
64400.0
64700.0
64700.0
64700.0
64700.0
64750.0
64750.0
65050.0
65150.0
65350.0
65650.0
65650.0
66050.0
66050.0
66050.0
66050.0
66050.0
66050.0
66050.0
66400.0
66400.0
66700.0
