MedianFitness
21250.0
26350.0
29600.0
32950.0
36600.0
39400.0
41150.0
43000.0
44400.0
46100.0
46250.0
48250.0
50650.0
52000.0
52500.0
53500.0
54950.0
55900.0
56250.0
56700.0
57950.0
58100.0
58950.0
59750.0
60650.0
61000.0
61700.0
62350.0
62900.0
63000.0
63650.0
63750.0
64750.0
64800.0
65350.0
65650.0
66100.0
66350.0
66350.0
66350.0
66800.0
67100.0
67550.0
67800.0
67800.0
67800.0
67800.0
68300.0
69400.0
69600.0
69600.0
69600.0
69600.0
69600.0
69650.0
69650.0
69900.0
69900.0
70050.0
70650.0
70900.0
70900.0
71000.0
71000.0
71000.0
71000.0
71000.0
71000.0
71150.0
71150.0
71150.0
71150.0
71500.0
71500.0
71850.0
71850.0
71850.0
71850.0
71850.0
71850.0
71850.0
71850.0
71850.0
71850.0
72250.0
72250.0
72250.0
72250.0
72250.0
72450.0
72550.0
72550.0
72550.0
72950.0
72950.0
72950.0
72950.0
72950.0
72950.0
72950.0
72950.0
